gene_id,Not significant,m6A depleted,m6A enriched,msa_var
ENSMUSG00000056564,1,0,0,Not significant
ENSMUSG00000056569,5,0,0,Not significant
ENSMUSG00000056579,3,0,4,m6A enriched
ENSMUSG00000056586,3,0,0,Not significant
ENSMUSG00000056592,1,0,6,m6A enriched
ENSMUSG00000056596,7,0,0,Not significant
ENSMUSG00000056598,4,3,0,m6A depleted
ENSMUSG00000056602,7,0,0,Not significant
ENSMUSG00000056608,6,0,1,Not significant
ENSMUSG00000056612,3,4,0,m6A depleted
ENSMUSG00000056617,5,0,0,Not significant
ENSMUSG00000056629,6,1,0,Not significant
ENSMUSG00000056632,2,0,0,Not significant
ENSMUSG00000056643,5,0,0,Not significant
ENSMUSG00000056648,2,0,2,Not significant
ENSMUSG00000056656,4,0,3,m6A enriched
ENSMUSG00000056665,7,0,0,Not significant
ENSMUSG00000056666,4,3,0,m6A depleted
ENSMUSG00000056671,7,0,0,Not significant
ENSMUSG00000056673,7,0,0,Not significant
ENSMUSG00000056679,7,0,0,Not significant
ENSMUSG00000056682,7,0,0,Not significant
ENSMUSG00000056687,5,2,0,Not significant
ENSMUSG00000056692,6,1,0,Not significant
ENSMUSG00000056698,6,0,1,Not significant
ENSMUSG00000056708,0,0,7,m6A enriched
ENSMUSG00000056718,7,0,0,Not significant
ENSMUSG00000056724,2,5,0,m6A depleted
ENSMUSG00000056735,7,0,0,Not significant
ENSMUSG00000056737,7,0,0,Not significant
ENSMUSG00000056738,2,0,1,Not significant
ENSMUSG00000056749,2,0,5,m6A enriched
ENSMUSG00000056752,4,3,0,m6A depleted
ENSMUSG00000056753,7,0,0,Not significant
ENSMUSG00000056755,4,0,3,m6A enriched
ENSMUSG00000056758,6,1,0,Not significant
ENSMUSG00000056763,7,0,0,Not significant
ENSMUSG00000056770,6,0,1,Not significant
ENSMUSG00000056771,7,0,0,Not significant
ENSMUSG00000056772,1,0,0,Not significant
ENSMUSG00000056777,1,0,0,Not significant
ENSMUSG00000056782,2,0,0,Not significant
ENSMUSG00000056797,5,0,0,Not significant
ENSMUSG00000056812,5,0,2,Not significant
ENSMUSG00000056820,4,3,0,m6A depleted
ENSMUSG00000056821,2,0,0,Not significant
ENSMUSG00000056824,0,0,4,m6A enriched
ENSMUSG00000056829,2,0,0,Not significant
ENSMUSG00000056832,6,1,0,Not significant
ENSMUSG00000056836,5,0,0,Not significant
ENSMUSG00000056849,2,0,0,Not significant
ENSMUSG00000056851,0,7,0,m6A depleted
ENSMUSG00000056854,2,0,5,m6A enriched
ENSMUSG00000056856,7,0,0,Not significant
ENSMUSG00000056870,7,0,0,Not significant
ENSMUSG00000056880,7,0,0,Not significant
ENSMUSG00000056888,7,0,0,Not significant
ENSMUSG00000056895,4,3,0,m6A depleted
ENSMUSG00000056899,7,0,0,Not significant
ENSMUSG00000056900,7,0,0,Not significant
ENSMUSG00000056904,7,0,0,Not significant
ENSMUSG00000056910,2,0,0,Not significant
ENSMUSG00000056917,7,0,0,Not significant
ENSMUSG00000056919,6,0,1,Not significant
ENSMUSG00000056938,7,0,0,Not significant
ENSMUSG00000056941,5,2,0,Not significant
ENSMUSG00000056943,2,0,0,Not significant
ENSMUSG00000056947,2,0,5,m6A enriched
ENSMUSG00000056952,2,0,5,m6A enriched
ENSMUSG00000056962,7,0,0,Not significant
ENSMUSG00000056966,7,0,0,Not significant
ENSMUSG00000056972,6,0,1,Not significant
ENSMUSG00000056973,5,0,0,Not significant
ENSMUSG00000056987,7,0,0,Not significant
ENSMUSG00000056999,4,3,0,m6A depleted
ENSMUSG00000057000,5,0,0,Not significant
ENSMUSG00000057003,3,0,0,Not significant
ENSMUSG00000057036,7,0,0,Not significant
ENSMUSG00000057054,7,0,0,Not significant
ENSMUSG00000057058,7,0,0,Not significant
ENSMUSG00000057060,7,0,0,Not significant
ENSMUSG00000057068,3,0,0,Not significant
ENSMUSG00000057069,6,1,0,Not significant
ENSMUSG00000057072,2,0,0,Not significant
ENSMUSG00000057092,5,2,0,Not significant
ENSMUSG00000057093,5,0,2,Not significant
ENSMUSG00000057098,6,0,1,Not significant
ENSMUSG00000057101,0,0,7,m6A enriched
ENSMUSG00000057103,6,0,1,Not significant
ENSMUSG00000057110,4,1,2,Not significant
ENSMUSG00000057113,4,3,0,m6A depleted
ENSMUSG00000057123,7,0,0,Not significant
ENSMUSG00000057130,2,0,5,m6A enriched
ENSMUSG00000057132,7,0,0,Not significant
ENSMUSG00000057133,4,0,3,m6A enriched
ENSMUSG00000057134,3,0,4,m6A enriched
ENSMUSG00000057135,1,0,0,Not significant
ENSMUSG00000057137,3,0,4,m6A enriched
ENSMUSG00000057143,7,0,0,Not significant
ENSMUSG00000057147,5,2,0,Not significant
ENSMUSG00000057149,2,0,0,Not significant
ENSMUSG00000057156,2,0,5,m6A enriched
ENSMUSG00000057157,7,0,0,Not significant
ENSMUSG00000057160,3,0,0,Not significant
ENSMUSG00000057170,2,0,0,Not significant
ENSMUSG00000057173,5,0,0,Not significant
ENSMUSG00000057176,5,0,2,Not significant
ENSMUSG00000057177,3,4,0,m6A depleted
ENSMUSG00000057181,5,2,0,Not significant
ENSMUSG00000057182,5,0,2,Not significant
ENSMUSG00000057191,3,0,0,Not significant
ENSMUSG00000057193,4,0,3,m6A enriched
ENSMUSG00000057215,2,0,0,Not significant
ENSMUSG00000057219,3,0,4,m6A enriched
ENSMUSG00000057228,5,0,0,Not significant
ENSMUSG00000057229,5,0,2,Not significant
ENSMUSG00000057230,7,0,0,Not significant
ENSMUSG00000057234,5,0,2,Not significant
ENSMUSG00000057236,2,5,0,m6A depleted
ENSMUSG00000057244,1,0,0,Not significant
ENSMUSG00000057246,7,0,0,Not significant
ENSMUSG00000057262,5,2,0,Not significant
ENSMUSG00000057265,6,1,0,Not significant
ENSMUSG00000057278,3,4,0,m6A depleted
ENSMUSG00000057280,2,0,1,Not significant
ENSMUSG00000057286,7,0,0,Not significant
ENSMUSG00000057315,4,0,3,m6A enriched
ENSMUSG00000057322,2,5,0,m6A depleted
ENSMUSG00000057329,2,0,5,m6A enriched
ENSMUSG00000057335,6,0,1,Not significant
ENSMUSG00000057337,5,0,2,Not significant
ENSMUSG00000057342,6,0,1,Not significant
ENSMUSG00000057346,5,0,0,Not significant
ENSMUSG00000057359,7,0,0,Not significant
ENSMUSG00000057363,4,3,0,m6A depleted
ENSMUSG00000057367,2,0,5,m6A enriched
ENSMUSG00000057370,2,0,0,Not significant
ENSMUSG00000057375,1,6,0,m6A depleted
ENSMUSG00000057378,7,0,0,Not significant
ENSMUSG00000057388,6,1,0,Not significant
ENSMUSG00000057396,3,0,4,m6A enriched
ENSMUSG00000057402,2,0,0,Not significant
ENSMUSG00000057406,5,0,2,Not significant
ENSMUSG00000057409,0,0,7,m6A enriched
ENSMUSG00000057411,2,0,5,m6A enriched
ENSMUSG00000057421,7,0,0,Not significant
ENSMUSG00000057439,1,0,0,Not significant
ENSMUSG00000057440,4,3,0,m6A depleted
ENSMUSG00000057455,4,3,0,m6A depleted
ENSMUSG00000057457,7,0,0,Not significant
ENSMUSG00000057461,2,0,0,Not significant
ENSMUSG00000057465,1,0,0,Not significant
ENSMUSG00000057469,7,0,0,Not significant
ENSMUSG00000057497,0,0,7,m6A enriched
ENSMUSG00000057506,6,1,0,Not significant
ENSMUSG00000057522,1,0,6,m6A enriched
ENSMUSG00000057530,7,0,0,Not significant
ENSMUSG00000057531,6,1,0,Not significant
ENSMUSG00000057534,2,0,0,Not significant
ENSMUSG00000057541,6,1,0,Not significant
ENSMUSG00000057551,3,0,4,m6A enriched
ENSMUSG00000057554,7,0,0,Not significant
ENSMUSG00000057561,0,0,7,m6A enriched
ENSMUSG00000057572,7,0,0,Not significant
ENSMUSG00000057577,2,0,0,Not significant
ENSMUSG00000057580,1,0,0,Not significant
ENSMUSG00000057594,4,0,3,m6A enriched
ENSMUSG00000057596,5,0,0,Not significant
ENSMUSG00000057604,5,0,0,Not significant
ENSMUSG00000057605,3,0,0,Not significant
ENSMUSG00000057606,7,0,0,Not significant
ENSMUSG00000057614,7,0,0,Not significant
ENSMUSG00000057615,7,0,0,Not significant
ENSMUSG00000057637,2,0,5,m6A enriched
ENSMUSG00000057649,5,2,0,Not significant
ENSMUSG00000057657,5,0,0,Not significant
ENSMUSG00000057666,0,7,0,m6A depleted
ENSMUSG00000057667,4,0,3,m6A enriched
ENSMUSG00000057672,7,0,0,Not significant
ENSMUSG00000057691,5,0,2,Not significant
ENSMUSG00000057696,1,0,0,Not significant
ENSMUSG00000057697,2,0,0,Not significant
ENSMUSG00000057706,5,0,2,Not significant
ENSMUSG00000057710,5,0,0,Not significant
ENSMUSG00000057715,4,3,0,m6A depleted
ENSMUSG00000057716,6,0,1,Not significant
ENSMUSG00000057719,6,0,1,Not significant
ENSMUSG00000057722,7,0,0,Not significant
ENSMUSG00000057723,4,0,0,Not significant
ENSMUSG00000057726,2,0,0,Not significant
ENSMUSG00000057729,7,0,0,Not significant
ENSMUSG00000057738,4,3,0,m6A depleted
ENSMUSG00000057751,6,0,1,Not significant
ENSMUSG00000057762,5,0,0,Not significant
ENSMUSG00000057766,4,3,0,m6A depleted
ENSMUSG00000057777,6,0,1,Not significant
ENSMUSG00000057778,3,0,4,m6A enriched
ENSMUSG00000057788,6,1,0,Not significant
ENSMUSG00000057789,6,1,0,Not significant
ENSMUSG00000057802,3,0,0,Not significant
ENSMUSG00000057816,7,0,0,Not significant
ENSMUSG00000057818,5,0,2,Not significant
ENSMUSG00000057829,1,0,0,Not significant
ENSMUSG00000057835,2,0,5,m6A enriched
ENSMUSG00000057836,6,1,0,Not significant
ENSMUSG00000057841,1,6,0,m6A depleted
ENSMUSG00000057842,5,0,2,Not significant
ENSMUSG00000057858,6,1,0,Not significant
ENSMUSG00000057863,4,3,0,m6A depleted
ENSMUSG00000057880,7,0,0,Not significant
ENSMUSG00000057886,7,0,0,Not significant
ENSMUSG00000057894,2,0,5,m6A enriched
ENSMUSG00000057895,2,0,5,m6A enriched
ENSMUSG00000057897,7,0,0,Not significant
ENSMUSG00000057899,7,0,0,Not significant
ENSMUSG00000057914,2,0,5,m6A enriched
ENSMUSG00000057933,1,0,0,Not significant
ENSMUSG00000057945,2,0,0,Not significant
ENSMUSG00000057948,7,0,0,Not significant
ENSMUSG00000057963,4,0,3,m6A enriched
ENSMUSG00000057967,4,0,3,m6A enriched
ENSMUSG00000057969,5,0,2,Not significant
ENSMUSG00000057982,0,0,7,m6A enriched
ENSMUSG00000057990,3,0,0,Not significant
ENSMUSG00000058006,4,3,0,m6A depleted
ENSMUSG00000058013,6,1,0,Not significant
ENSMUSG00000058019,3,0,0,Not significant
ENSMUSG00000058022,3,0,0,Not significant
ENSMUSG00000058046,7,0,0,Not significant
ENSMUSG00000058050,3,0,0,Not significant
ENSMUSG00000058056,6,1,0,Not significant
ENSMUSG00000058057,1,0,0,Not significant
ENSMUSG00000058064,5,2,0,Not significant
ENSMUSG00000058070,7,0,0,Not significant
ENSMUSG00000058073,2,0,0,Not significant
ENSMUSG00000058076,1,6,0,m6A depleted
ENSMUSG00000058084,2,0,0,Not significant
ENSMUSG00000058093,2,0,5,m6A enriched
ENSMUSG00000058099,5,0,2,Not significant
ENSMUSG00000058101,3,0,0,Not significant
ENSMUSG00000058114,2,0,0,Not significant
ENSMUSG00000058126,6,1,0,Not significant
ENSMUSG00000058135,5,2,0,Not significant
ENSMUSG00000058145,6,1,0,Not significant
ENSMUSG00000058147,4,0,0,Not significant
ENSMUSG00000058152,1,0,6,m6A enriched
ENSMUSG00000058153,7,0,0,Not significant
ENSMUSG00000058159,5,0,0,Not significant
ENSMUSG00000058163,3,0,0,Not significant
ENSMUSG00000058173,5,2,0,Not significant
ENSMUSG00000058174,3,0,0,Not significant
ENSMUSG00000058183,7,0,0,Not significant
ENSMUSG00000058186,2,0,0,Not significant
ENSMUSG00000058192,2,0,5,m6A enriched
ENSMUSG00000058207,4,0,0,Not significant
ENSMUSG00000058230,2,0,5,m6A enriched
ENSMUSG00000058239,6,1,0,Not significant
ENSMUSG00000058240,5,2,0,Not significant
ENSMUSG00000058246,6,0,1,Not significant
ENSMUSG00000058248,2,0,5,m6A enriched
ENSMUSG00000058252,2,0,0,Not significant
ENSMUSG00000058254,0,7,0,m6A depleted
ENSMUSG00000058258,7,0,0,Not significant
ENSMUSG00000058260,3,0,0,Not significant
ENSMUSG00000058267,4,3,0,m6A depleted
ENSMUSG00000058270,2,0,0,Not significant
ENSMUSG00000058281,1,0,0,Not significant
ENSMUSG00000058290,7,0,0,Not significant
ENSMUSG00000058291,4,0,3,m6A enriched
ENSMUSG00000058297,6,1,0,Not significant
ENSMUSG00000058298,5,0,2,Not significant
ENSMUSG00000058301,5,2,0,Not significant
ENSMUSG00000058317,2,5,0,m6A depleted
ENSMUSG00000058318,7,0,0,Not significant
ENSMUSG00000058325,4,3,0,m6A depleted
ENSMUSG00000058328,4,0,0,Not significant
ENSMUSG00000058331,2,0,5,m6A enriched
ENSMUSG00000058351,5,2,0,Not significant
ENSMUSG00000058354,4,0,0,Not significant
ENSMUSG00000058355,3,4,0,m6A depleted
ENSMUSG00000058357,7,0,0,Not significant
ENSMUSG00000058385,4,2,1,Not significant
ENSMUSG00000058388,7,0,0,Not significant
ENSMUSG00000058392,6,0,1,Not significant
ENSMUSG00000058396,7,0,0,Not significant
ENSMUSG00000058398,3,0,0,Not significant
ENSMUSG00000058400,3,0,0,Not significant
ENSMUSG00000058402,2,0,5,m6A enriched
ENSMUSG00000058407,7,0,0,Not significant
ENSMUSG00000058420,7,0,0,Not significant
ENSMUSG00000058427,2,0,0,Not significant
ENSMUSG00000058430,1,0,0,Not significant
ENSMUSG00000058440,5,0,2,Not significant
ENSMUSG00000058441,7,0,0,Not significant
ENSMUSG00000058443,4,0,0,Not significant
ENSMUSG00000058444,3,4,0,m6A depleted
ENSMUSG00000058446,7,0,0,Not significant
ENSMUSG00000058454,7,0,0,Not significant
ENSMUSG00000058470,1,0,0,Not significant
ENSMUSG00000058486,7,0,0,Not significant
ENSMUSG00000058488,4,0,3,m6A enriched
ENSMUSG00000058491,2,0,0,Not significant
ENSMUSG00000058492,7,0,0,Not significant
ENSMUSG00000058498,7,0,0,Not significant
ENSMUSG00000058503,7,0,0,Not significant
ENSMUSG00000058513,2,0,0,Not significant
ENSMUSG00000058523,3,0,0,Not significant
ENSMUSG00000058542,3,0,0,Not significant
ENSMUSG00000058546,4,3,0,m6A depleted
ENSMUSG00000058550,4,0,0,Not significant
ENSMUSG00000058558,2,5,0,m6A depleted
ENSMUSG00000058567,7,0,0,Not significant
ENSMUSG00000058569,7,0,0,Not significant
ENSMUSG00000058571,7,0,0,Not significant
ENSMUSG00000058581,6,0,1,Not significant
ENSMUSG00000058586,5,0,2,Not significant
ENSMUSG00000058587,5,2,0,Not significant
ENSMUSG00000058589,7,0,0,Not significant
ENSMUSG00000058594,7,0,0,Not significant
ENSMUSG00000058600,1,6,0,m6A depleted
ENSMUSG00000058603,7,0,0,Not significant
ENSMUSG00000058620,6,0,1,Not significant
ENSMUSG00000058624,7,0,0,Not significant
ENSMUSG00000058625,7,0,0,Not significant
ENSMUSG00000058626,7,0,0,Not significant
ENSMUSG00000058638,6,0,1,Not significant
ENSMUSG00000058655,5,2,0,Not significant
ENSMUSG00000058656,6,0,1,Not significant
ENSMUSG00000058665,7,0,0,Not significant
ENSMUSG00000058669,7,0,0,Not significant
ENSMUSG00000058672,3,0,4,m6A enriched
ENSMUSG00000058690,2,0,5,m6A enriched
ENSMUSG00000058700,7,0,0,Not significant
ENSMUSG00000058704,3,4,0,m6A depleted
ENSMUSG00000058706,7,0,0,Not significant
ENSMUSG00000058709,4,0,3,m6A enriched
ENSMUSG00000058715,7,0,0,Not significant
ENSMUSG00000058729,7,0,0,Not significant
ENSMUSG00000058740,7,0,0,Not significant
ENSMUSG00000058741,5,0,0,Not significant
ENSMUSG00000058743,4,0,3,m6A enriched
ENSMUSG00000058745,4,0,0,Not significant
ENSMUSG00000058748,3,0,4,m6A enriched
ENSMUSG00000058755,3,0,0,Not significant
ENSMUSG00000058756,2,5,0,m6A depleted
ENSMUSG00000058761,5,0,2,Not significant
ENSMUSG00000058773,7,0,0,Not significant
ENSMUSG00000058793,1,6,0,m6A depleted
ENSMUSG00000058794,5,0,0,Not significant
ENSMUSG00000058799,4,3,0,m6A depleted
ENSMUSG00000058806,7,0,0,Not significant
ENSMUSG00000058809,7,0,0,Not significant
ENSMUSG00000058812,6,0,0,Not significant
ENSMUSG00000058818,3,0,0,Not significant
ENSMUSG00000058831,5,0,0,Not significant
ENSMUSG00000058833,6,1,0,Not significant
ENSMUSG00000058835,4,3,0,m6A depleted
ENSMUSG00000058838,2,0,0,Not significant
ENSMUSG00000058869,2,0,0,Not significant
ENSMUSG00000058873,1,0,0,Not significant
ENSMUSG00000058881,3,0,4,m6A enriched
ENSMUSG00000058886,7,0,0,Not significant
ENSMUSG00000058897,6,0,1,Not significant
ENSMUSG00000058900,4,0,3,m6A enriched
ENSMUSG00000058905,5,0,0,Not significant
ENSMUSG00000058914,5,0,0,Not significant
ENSMUSG00000058922,6,1,0,Not significant
ENSMUSG00000058925,3,0,0,Not significant
ENSMUSG00000058927,7,0,0,Not significant
ENSMUSG00000058934,2,0,0,Not significant
ENSMUSG00000058952,1,0,0,Not significant
ENSMUSG00000058966,2,5,0,m6A depleted
ENSMUSG00000058975,5,0,2,Not significant
ENSMUSG00000058979,7,0,0,Not significant
ENSMUSG00000058997,3,4,0,m6A depleted
ENSMUSG00000059003,7,0,0,Not significant
ENSMUSG00000059005,3,4,0,m6A depleted
ENSMUSG00000059013,5,0,2,Not significant
ENSMUSG00000059022,6,1,0,Not significant
ENSMUSG00000059027,3,0,0,Not significant
ENSMUSG00000059040,1,6,0,m6A depleted
ENSMUSG00000059049,7,0,0,Not significant
ENSMUSG00000059058,4,1,2,Not significant
ENSMUSG00000059060,7,0,0,Not significant
ENSMUSG00000059064,1,0,0,Not significant
ENSMUSG00000059070,2,5,0,m6A depleted
ENSMUSG00000059089,3,0,0,Not significant
ENSMUSG00000059108,1,0,0,Not significant
ENSMUSG00000059119,7,0,0,Not significant
ENSMUSG00000059134,4,0,0,Not significant
ENSMUSG00000059136,5,0,0,Not significant
ENSMUSG00000059142,1,0,6,m6A enriched
ENSMUSG00000059146,7,0,0,Not significant
ENSMUSG00000059149,6,1,0,Not significant
ENSMUSG00000059159,7,0,0,Not significant
ENSMUSG00000059169,2,0,0,Not significant
ENSMUSG00000059173,7,0,0,Not significant
ENSMUSG00000059179,3,0,0,Not significant
ENSMUSG00000059182,2,5,0,m6A depleted
ENSMUSG00000059183,6,0,1,Not significant
ENSMUSG00000059187,7,0,0,Not significant
ENSMUSG00000059195,5,2,0,Not significant
ENSMUSG00000059203,5,0,2,Not significant
ENSMUSG00000059208,5,0,2,Not significant
ENSMUSG00000059213,5,0,2,Not significant
ENSMUSG00000059229,2,0,0,Not significant
ENSMUSG00000059237,7,0,0,Not significant
ENSMUSG00000059244,5,0,0,Not significant
ENSMUSG00000059246,5,0,2,Not significant
ENSMUSG00000059248,5,2,0,Not significant
ENSMUSG00000059252,3,0,0,Not significant
ENSMUSG00000059256,2,0,0,Not significant
ENSMUSG00000059263,0,0,7,m6A enriched
ENSMUSG00000059273,4,0,3,m6A enriched
ENSMUSG00000059277,5,2,0,Not significant
ENSMUSG00000059278,5,2,0,Not significant
ENSMUSG00000059279,4,0,0,Not significant
ENSMUSG00000059288,3,0,4,m6A enriched
ENSMUSG00000059291,2,5,0,m6A depleted
ENSMUSG00000059301,2,0,0,Not significant
ENSMUSG00000059305,7,0,0,Not significant
ENSMUSG00000059316,6,1,0,Not significant
ENSMUSG00000059323,6,1,0,Not significant
ENSMUSG00000059325,5,2,0,Not significant
ENSMUSG00000059326,7,0,0,Not significant
ENSMUSG00000059327,7,0,0,Not significant
ENSMUSG00000059334,5,0,0,Not significant
ENSMUSG00000059336,5,0,0,Not significant
ENSMUSG00000059343,7,0,0,Not significant
ENSMUSG00000059355,5,2,0,Not significant
ENSMUSG00000059361,7,0,0,Not significant
ENSMUSG00000059363,6,1,0,Not significant
ENSMUSG00000059383,2,0,0,Not significant
ENSMUSG00000059395,7,0,0,Not significant
ENSMUSG00000059401,7,0,0,Not significant
ENSMUSG00000059406,7,0,0,Not significant
ENSMUSG00000059408,5,0,0,Not significant
ENSMUSG00000059409,7,0,0,Not significant
ENSMUSG00000059412,7,0,0,Not significant
ENSMUSG00000059422,7,0,0,Not significant
ENSMUSG00000059423,3,0,4,m6A enriched
ENSMUSG00000059430,7,0,0,Not significant
ENSMUSG00000059434,5,0,0,Not significant
ENSMUSG00000059436,7,0,0,Not significant
ENSMUSG00000059439,3,4,0,m6A depleted
ENSMUSG00000059447,2,5,0,m6A depleted
ENSMUSG00000059455,1,0,0,Not significant
ENSMUSG00000059456,7,0,0,Not significant
ENSMUSG00000059459,2,0,0,Not significant
ENSMUSG00000059461,7,0,0,Not significant
ENSMUSG00000059474,5,2,0,Not significant
ENSMUSG00000059475,2,0,5,m6A enriched
ENSMUSG00000059479,7,0,0,Not significant
ENSMUSG00000059481,7,0,0,Not significant
ENSMUSG00000059482,6,0,1,Not significant
ENSMUSG00000059486,1,0,6,m6A enriched
ENSMUSG00000059493,4,0,3,m6A enriched
ENSMUSG00000059495,6,0,1,Not significant
ENSMUSG00000059498,7,0,0,Not significant
ENSMUSG00000059518,6,1,0,Not significant
ENSMUSG00000059534,4,3,0,m6A depleted
ENSMUSG00000059540,5,2,0,Not significant
ENSMUSG00000059552,4,3,0,m6A depleted
ENSMUSG00000059554,4,3,0,m6A depleted
ENSMUSG00000059555,2,0,5,m6A enriched
ENSMUSG00000059562,5,0,0,Not significant
ENSMUSG00000059565,2,0,0,Not significant
ENSMUSG00000059585,3,0,0,Not significant
ENSMUSG00000059586,5,2,0,Not significant
ENSMUSG00000059588,5,0,2,Not significant
ENSMUSG00000059602,6,1,0,Not significant
ENSMUSG00000059625,1,0,0,Not significant
ENSMUSG00000059631,7,0,0,Not significant
ENSMUSG00000059645,3,0,0,Not significant
ENSMUSG00000059647,4,0,0,Not significant
ENSMUSG00000059658,1,0,0,Not significant
ENSMUSG00000059659,7,0,0,Not significant
ENSMUSG00000059668,4,0,0,Not significant
ENSMUSG00000059669,4,3,0,m6A depleted
ENSMUSG00000059674,3,4,0,m6A depleted
ENSMUSG00000059689,3,0,4,m6A enriched
ENSMUSG00000059706,3,0,0,Not significant
ENSMUSG00000059708,1,0,6,m6A enriched
ENSMUSG00000059713,6,1,0,Not significant
ENSMUSG00000059714,4,3,0,m6A depleted
ENSMUSG00000059734,5,2,0,Not significant
ENSMUSG00000059741,4,1,0,Not significant
ENSMUSG00000059742,6,0,1,Not significant
ENSMUSG00000059743,5,2,0,Not significant
ENSMUSG00000059751,6,1,0,Not significant
ENSMUSG00000059762,2,0,0,Not significant
ENSMUSG00000059772,7,0,0,Not significant
ENSMUSG00000059775,5,2,0,Not significant
ENSMUSG00000059776,5,0,0,Not significant
ENSMUSG00000059791,5,2,0,Not significant
ENSMUSG00000059796,1,6,0,m6A depleted
ENSMUSG00000059810,2,0,5,m6A enriched
ENSMUSG00000059811,7,0,0,Not significant
ENSMUSG00000059816,4,0,0,Not significant
ENSMUSG00000059820,4,0,3,m6A enriched
ENSMUSG00000059824,7,0,0,Not significant
ENSMUSG00000059834,5,1,1,Not significant
ENSMUSG00000059835,2,0,0,Not significant
ENSMUSG00000059839,2,0,5,m6A enriched
ENSMUSG00000059842,7,0,0,Not significant
ENSMUSG00000059851,7,0,0,Not significant
ENSMUSG00000059852,4,0,3,m6A enriched
ENSMUSG00000059854,7,0,0,Not significant
ENSMUSG00000059857,1,0,6,m6A enriched
ENSMUSG00000059864,7,0,0,Not significant
ENSMUSG00000059866,7,0,0,Not significant
ENSMUSG00000059873,2,0,0,Not significant
ENSMUSG00000059878,2,0,5,m6A enriched
ENSMUSG00000059883,7,0,0,Not significant
ENSMUSG00000059887,3,0,0,Not significant
ENSMUSG00000059890,7,0,0,Not significant
ENSMUSG00000059891,7,0,0,Not significant
ENSMUSG00000059895,7,0,0,Not significant
ENSMUSG00000059897,5,0,2,Not significant
ENSMUSG00000059898,3,0,0,Not significant
ENSMUSG00000059900,7,0,0,Not significant
ENSMUSG00000059901,7,0,0,Not significant
ENSMUSG00000059912,5,0,0,Not significant
ENSMUSG00000059920,0,0,7,m6A enriched
ENSMUSG00000059921,6,0,1,Not significant
ENSMUSG00000059923,7,0,0,Not significant
ENSMUSG00000059939,4,0,3,m6A enriched
ENSMUSG00000059970,6,0,1,Not significant
ENSMUSG00000059974,3,0,4,m6A enriched
ENSMUSG00000059975,2,0,5,m6A enriched
ENSMUSG00000059981,7,0,0,Not significant
ENSMUSG00000059991,7,0,0,Not significant
ENSMUSG00000059994,7,0,0,Not significant
ENSMUSG00000059995,6,0,1,Not significant
ENSMUSG00000060002,4,3,0,m6A depleted
ENSMUSG00000060012,7,0,0,Not significant
ENSMUSG00000060019,7,0,0,Not significant
ENSMUSG00000060029,1,2,0,Not significant
ENSMUSG00000060030,3,0,0,Not significant
ENSMUSG00000060032,4,3,0,m6A depleted
ENSMUSG00000060034,2,0,0,Not significant
ENSMUSG00000060036,1,6,0,m6A depleted
ENSMUSG00000060038,1,6,0,m6A depleted
ENSMUSG00000060044,7,0,0,Not significant
ENSMUSG00000060063,4,0,1,Not significant
ENSMUSG00000060068,2,0,0,Not significant
ENSMUSG00000060073,3,4,0,m6A depleted
ENSMUSG00000060081,2,0,0,Not significant
ENSMUSG00000060090,5,0,2,Not significant
ENSMUSG00000060093,5,2,0,Not significant
ENSMUSG00000060096,7,0,0,Not significant
ENSMUSG00000060098,4,3,0,m6A depleted
ENSMUSG00000060121,6,1,0,Not significant
ENSMUSG00000060126,0,7,0,m6A depleted
ENSMUSG00000060128,1,0,0,Not significant
ENSMUSG00000060131,1,0,0,Not significant
ENSMUSG00000060143,6,0,1,Not significant
ENSMUSG00000060147,4,3,0,m6A depleted
ENSMUSG00000060149,1,0,6,m6A enriched
ENSMUSG00000060152,4,1,2,Not significant
ENSMUSG00000060166,7,0,0,Not significant
ENSMUSG00000060176,6,0,1,Not significant
ENSMUSG00000060177,1,0,0,Not significant
ENSMUSG00000060180,7,0,0,Not significant
ENSMUSG00000060181,5,0,2,Not significant
ENSMUSG00000060183,7,0,0,Not significant
ENSMUSG00000060187,3,0,0,Not significant
ENSMUSG00000060188,2,0,0,Not significant
ENSMUSG00000060198,4,0,0,Not significant
ENSMUSG00000060204,5,0,0,Not significant
ENSMUSG00000060206,5,0,2,Not significant
ENSMUSG00000060212,7,0,0,Not significant
ENSMUSG00000060216,6,1,0,Not significant
ENSMUSG00000060224,7,0,0,Not significant
ENSMUSG00000060227,6,1,0,Not significant
ENSMUSG00000060240,6,1,0,Not significant
ENSMUSG00000060244,0,0,7,m6A enriched
ENSMUSG00000060245,2,0,0,Not significant
ENSMUSG00000060257,7,0,0,Not significant
ENSMUSG00000060260,6,0,1,Not significant
ENSMUSG00000060261,2,5,0,m6A depleted
ENSMUSG00000060268,3,0,0,Not significant
ENSMUSG00000060275,6,0,1,Not significant
ENSMUSG00000060279,1,6,0,m6A depleted
ENSMUSG00000060284,5,0,0,Not significant
ENSMUSG00000060288,5,2,0,Not significant
ENSMUSG00000060301,1,0,6,m6A enriched
ENSMUSG00000060314,1,0,6,m6A enriched
ENSMUSG00000060332,2,0,0,Not significant
ENSMUSG00000060336,2,0,5,m6A enriched
ENSMUSG00000060371,4,0,3,m6A enriched
ENSMUSG00000060373,4,3,0,m6A depleted
ENSMUSG00000060375,2,0,0,Not significant
ENSMUSG00000060376,6,1,0,Not significant
