gene_id,Not significant,m6A depleted,m6A enriched,msa_var
ENSMUSG00000108604,2,0,0,Not significant
ENSMUSG00000108607,7,0,0,Not significant
ENSMUSG00000108608,7,0,0,Not significant
ENSMUSG00000108609,2,0,0,Not significant
ENSMUSG00000108614,5,0,0,Not significant
ENSMUSG00000108615,2,0,0,Not significant
ENSMUSG00000108616,4,0,3,m6A enriched
ENSMUSG00000108617,7,0,0,Not significant
ENSMUSG00000108618,3,0,0,Not significant
ENSMUSG00000108619,2,0,0,Not significant
ENSMUSG00000108621,2,0,5,m6A enriched
ENSMUSG00000108623,1,0,0,Not significant
ENSMUSG00000108624,5,0,0,Not significant
ENSMUSG00000108630,3,0,0,Not significant
ENSMUSG00000108633,7,0,0,Not significant
ENSMUSG00000108634,7,0,0,Not significant
ENSMUSG00000108640,7,0,0,Not significant
ENSMUSG00000108643,5,0,0,Not significant
ENSMUSG00000108647,1,0,0,Not significant
ENSMUSG00000108650,4,0,0,Not significant
ENSMUSG00000108655,7,0,0,Not significant
ENSMUSG00000108657,1,0,0,Not significant
ENSMUSG00000108659,7,0,0,Not significant
ENSMUSG00000108660,7,0,0,Not significant
ENSMUSG00000108665,3,0,0,Not significant
ENSMUSG00000108668,5,0,0,Not significant
ENSMUSG00000108670,1,0,0,Not significant
ENSMUSG00000108677,3,0,0,Not significant
ENSMUSG00000108678,7,0,0,Not significant
ENSMUSG00000108688,5,0,0,Not significant
ENSMUSG00000108689,5,0,0,Not significant
ENSMUSG00000108693,7,0,0,Not significant
ENSMUSG00000108694,2,0,0,Not significant
ENSMUSG00000108701,5,2,0,Not significant
ENSMUSG00000108702,7,0,0,Not significant
ENSMUSG00000108703,3,0,0,Not significant
ENSMUSG00000108704,2,0,0,Not significant
ENSMUSG00000108705,3,0,0,Not significant
ENSMUSG00000108709,2,0,0,Not significant
ENSMUSG00000108713,5,0,2,Not significant
ENSMUSG00000108714,5,0,0,Not significant
ENSMUSG00000108718,4,0,0,Not significant
ENSMUSG00000108719,1,0,0,Not significant
ENSMUSG00000108720,5,0,0,Not significant
ENSMUSG00000108721,1,0,0,Not significant
ENSMUSG00000108723,7,0,0,Not significant
ENSMUSG00000108726,1,0,0,Not significant
ENSMUSG00000108728,2,0,0,Not significant
ENSMUSG00000108732,7,0,0,Not significant
ENSMUSG00000108736,7,0,0,Not significant
ENSMUSG00000108737,7,0,0,Not significant
ENSMUSG00000108738,7,0,0,Not significant
ENSMUSG00000108741,7,0,0,Not significant
ENSMUSG00000108749,7,0,0,Not significant
ENSMUSG00000108750,5,0,0,Not significant
ENSMUSG00000108751,3,0,0,Not significant
ENSMUSG00000108752,7,0,0,Not significant
ENSMUSG00000108753,7,0,0,Not significant
ENSMUSG00000108756,1,0,0,Not significant
ENSMUSG00000108760,2,0,0,Not significant
ENSMUSG00000108761,3,0,0,Not significant
ENSMUSG00000108763,7,0,0,Not significant
ENSMUSG00000108766,5,0,0,Not significant
ENSMUSG00000108772,1,0,0,Not significant
ENSMUSG00000108776,3,0,2,Not significant
ENSMUSG00000108777,3,0,0,Not significant
ENSMUSG00000108778,7,0,0,Not significant
ENSMUSG00000108780,7,0,0,Not significant
ENSMUSG00000108784,2,0,0,Not significant
ENSMUSG00000108786,1,0,0,Not significant
ENSMUSG00000108788,2,0,0,Not significant
ENSMUSG00000108790,7,0,0,Not significant
ENSMUSG00000108791,1,0,0,Not significant
ENSMUSG00000108795,1,0,0,Not significant
ENSMUSG00000108799,5,0,0,Not significant
ENSMUSG00000108801,7,0,0,Not significant
ENSMUSG00000108802,7,0,0,Not significant
ENSMUSG00000108804,5,0,0,Not significant
ENSMUSG00000108806,5,0,2,Not significant
ENSMUSG00000108808,7,0,0,Not significant
ENSMUSG00000108811,5,0,0,Not significant
ENSMUSG00000108812,7,0,0,Not significant
ENSMUSG00000108813,2,0,0,Not significant
ENSMUSG00000108819,3,0,0,Not significant
ENSMUSG00000108823,2,0,0,Not significant
ENSMUSG00000108825,7,0,0,Not significant
ENSMUSG00000108826,2,0,0,Not significant
ENSMUSG00000108829,2,0,0,Not significant
ENSMUSG00000108830,1,0,0,Not significant
ENSMUSG00000108832,2,0,2,Not significant
ENSMUSG00000108833,5,0,0,Not significant
ENSMUSG00000108836,1,0,0,Not significant
ENSMUSG00000108837,2,0,0,Not significant
ENSMUSG00000108840,2,0,0,Not significant
ENSMUSG00000108841,7,0,0,Not significant
ENSMUSG00000108842,2,0,0,Not significant
ENSMUSG00000108847,3,0,0,Not significant
ENSMUSG00000108849,3,0,0,Not significant
ENSMUSG00000108850,2,0,0,Not significant
ENSMUSG00000108852,2,0,0,Not significant
ENSMUSG00000108854,5,0,0,Not significant
ENSMUSG00000108855,3,0,0,Not significant
ENSMUSG00000108858,2,0,0,Not significant
ENSMUSG00000108865,3,0,0,Not significant
ENSMUSG00000108866,7,0,0,Not significant
ENSMUSG00000108867,3,0,0,Not significant
ENSMUSG00000108871,5,0,2,Not significant
ENSMUSG00000108878,7,0,0,Not significant
ENSMUSG00000108880,4,3,0,m6A depleted
ENSMUSG00000108883,5,0,0,Not significant
ENSMUSG00000108886,5,0,0,Not significant
ENSMUSG00000108888,3,0,0,Not significant
ENSMUSG00000108890,7,0,0,Not significant
ENSMUSG00000108892,2,0,0,Not significant
ENSMUSG00000108893,3,0,0,Not significant
ENSMUSG00000108897,3,0,0,Not significant
ENSMUSG00000108900,7,0,0,Not significant
ENSMUSG00000108905,1,0,0,Not significant
ENSMUSG00000108908,2,0,0,Not significant
ENSMUSG00000108910,7,0,0,Not significant
ENSMUSG00000108912,5,1,1,Not significant
ENSMUSG00000108913,1,0,0,Not significant
ENSMUSG00000108915,1,0,0,Not significant
ENSMUSG00000108917,3,0,0,Not significant
ENSMUSG00000108918,5,0,0,Not significant
ENSMUSG00000108920,3,0,0,Not significant
ENSMUSG00000108923,2,0,0,Not significant
ENSMUSG00000108926,5,0,0,Not significant
ENSMUSG00000108929,7,0,0,Not significant
ENSMUSG00000108930,1,0,0,Not significant
ENSMUSG00000108934,7,0,0,Not significant
ENSMUSG00000108935,0,0,2,Not significant
ENSMUSG00000108937,2,0,0,Not significant
ENSMUSG00000108940,5,0,0,Not significant
ENSMUSG00000108942,4,0,0,Not significant
ENSMUSG00000108943,5,0,0,Not significant
ENSMUSG00000108949,5,0,0,Not significant
ENSMUSG00000108950,3,0,0,Not significant
ENSMUSG00000108953,5,0,0,Not significant
ENSMUSG00000108954,7,0,0,Not significant
ENSMUSG00000108955,7,0,0,Not significant
ENSMUSG00000108956,5,0,0,Not significant
ENSMUSG00000108957,4,0,0,Not significant
ENSMUSG00000108959,3,0,0,Not significant
ENSMUSG00000108961,1,0,0,Not significant
ENSMUSG00000108964,3,0,0,Not significant
ENSMUSG00000108968,1,0,0,Not significant
ENSMUSG00000108969,3,0,0,Not significant
ENSMUSG00000108970,7,0,0,Not significant
ENSMUSG00000108975,1,0,0,Not significant
ENSMUSG00000108976,7,0,0,Not significant
ENSMUSG00000108979,5,0,0,Not significant
ENSMUSG00000108981,4,0,0,Not significant
ENSMUSG00000108983,3,0,0,Not significant
ENSMUSG00000108984,3,0,0,Not significant
ENSMUSG00000108985,7,0,0,Not significant
ENSMUSG00000108986,1,3,0,m6A depleted
ENSMUSG00000108991,3,0,0,Not significant
ENSMUSG00000108993,3,0,0,Not significant
ENSMUSG00000108994,2,0,0,Not significant
ENSMUSG00000109002,3,0,0,Not significant
ENSMUSG00000109005,7,0,0,Not significant
ENSMUSG00000109006,3,0,0,Not significant
ENSMUSG00000109008,7,0,0,Not significant
ENSMUSG00000109009,1,0,0,Not significant
ENSMUSG00000109010,7,0,0,Not significant
ENSMUSG00000109013,7,0,0,Not significant
ENSMUSG00000109015,6,0,1,Not significant
ENSMUSG00000109016,5,0,0,Not significant
ENSMUSG00000109021,7,0,0,Not significant
ENSMUSG00000109027,2,0,0,Not significant
ENSMUSG00000109028,5,0,0,Not significant
ENSMUSG00000109031,7,0,0,Not significant
ENSMUSG00000109032,7,0,0,Not significant
ENSMUSG00000109036,2,0,0,Not significant
ENSMUSG00000109037,3,0,0,Not significant
ENSMUSG00000109038,5,0,0,Not significant
ENSMUSG00000109040,7,0,0,Not significant
ENSMUSG00000109044,3,0,0,Not significant
ENSMUSG00000109045,7,0,0,Not significant
ENSMUSG00000109046,3,0,0,Not significant
ENSMUSG00000109049,3,0,0,Not significant
ENSMUSG00000109051,7,0,0,Not significant
ENSMUSG00000109055,2,0,0,Not significant
ENSMUSG00000109056,3,0,0,Not significant
ENSMUSG00000109057,5,0,0,Not significant
ENSMUSG00000109059,3,0,0,Not significant
ENSMUSG00000109073,5,0,0,Not significant
ENSMUSG00000109074,2,0,0,Not significant
ENSMUSG00000109080,5,0,0,Not significant
ENSMUSG00000109082,3,0,0,Not significant
ENSMUSG00000109086,2,0,0,Not significant
ENSMUSG00000109088,3,0,0,Not significant
ENSMUSG00000109089,3,0,0,Not significant
ENSMUSG00000109090,7,0,0,Not significant
ENSMUSG00000109094,3,0,0,Not significant
ENSMUSG00000109095,7,0,0,Not significant
ENSMUSG00000109096,2,0,0,Not significant
ENSMUSG00000109097,7,0,0,Not significant
ENSMUSG00000109101,1,0,0,Not significant
ENSMUSG00000109102,3,0,0,Not significant
ENSMUSG00000109104,7,0,0,Not significant
ENSMUSG00000109108,6,0,1,Not significant
ENSMUSG00000109109,7,0,0,Not significant
ENSMUSG00000109110,1,0,0,Not significant
ENSMUSG00000109111,5,0,0,Not significant
ENSMUSG00000109115,2,0,0,Not significant
ENSMUSG00000109117,2,0,0,Not significant
ENSMUSG00000109118,7,0,0,Not significant
ENSMUSG00000109121,3,0,0,Not significant
ENSMUSG00000109122,4,3,0,m6A depleted
ENSMUSG00000109123,5,0,0,Not significant
ENSMUSG00000109124,4,0,0,Not significant
ENSMUSG00000109125,7,0,0,Not significant
ENSMUSG00000109127,3,0,0,Not significant
ENSMUSG00000109128,3,0,0,Not significant
ENSMUSG00000109130,3,0,0,Not significant
ENSMUSG00000109131,7,0,0,Not significant
ENSMUSG00000109133,3,0,0,Not significant
ENSMUSG00000109136,3,0,0,Not significant
ENSMUSG00000109139,7,0,0,Not significant
ENSMUSG00000109140,5,0,0,Not significant
ENSMUSG00000109143,5,0,0,Not significant
ENSMUSG00000109147,7,0,0,Not significant
ENSMUSG00000109149,3,0,0,Not significant
ENSMUSG00000109150,1,0,0,Not significant
ENSMUSG00000109154,7,0,0,Not significant
ENSMUSG00000109156,3,0,0,Not significant
ENSMUSG00000109157,7,0,0,Not significant
ENSMUSG00000109160,3,0,0,Not significant
ENSMUSG00000109162,7,0,0,Not significant
ENSMUSG00000109163,3,0,0,Not significant
ENSMUSG00000109165,7,0,0,Not significant
ENSMUSG00000109167,2,0,0,Not significant
ENSMUSG00000109168,2,2,0,Not significant
ENSMUSG00000109171,1,0,0,Not significant
ENSMUSG00000109176,5,0,2,Not significant
ENSMUSG00000109177,7,0,0,Not significant
ENSMUSG00000109178,2,0,0,Not significant
ENSMUSG00000109179,7,0,0,Not significant
ENSMUSG00000109181,1,0,0,Not significant
ENSMUSG00000109186,3,0,0,Not significant
ENSMUSG00000109191,3,0,0,Not significant
ENSMUSG00000109193,3,0,0,Not significant
ENSMUSG00000109194,3,0,0,Not significant
ENSMUSG00000109198,7,0,0,Not significant
ENSMUSG00000109199,5,0,0,Not significant
ENSMUSG00000109203,7,0,0,Not significant
ENSMUSG00000109205,7,0,0,Not significant
ENSMUSG00000109206,7,0,0,Not significant
ENSMUSG00000109209,7,0,0,Not significant
ENSMUSG00000109216,7,0,0,Not significant
ENSMUSG00000109217,3,0,0,Not significant
ENSMUSG00000109222,7,0,0,Not significant
ENSMUSG00000109228,3,0,0,Not significant
ENSMUSG00000109231,7,0,0,Not significant
ENSMUSG00000109233,3,0,0,Not significant
ENSMUSG00000109237,3,0,0,Not significant
ENSMUSG00000109239,3,0,0,Not significant
ENSMUSG00000109241,2,0,0,Not significant
ENSMUSG00000109242,3,0,0,Not significant
ENSMUSG00000109243,5,0,0,Not significant
ENSMUSG00000109244,5,0,0,Not significant
ENSMUSG00000109245,3,0,0,Not significant
ENSMUSG00000109248,1,0,0,Not significant
ENSMUSG00000109251,2,0,0,Not significant
ENSMUSG00000109255,3,0,0,Not significant
ENSMUSG00000109256,3,0,0,Not significant
ENSMUSG00000109257,5,0,0,Not significant
ENSMUSG00000109268,3,0,0,Not significant
ENSMUSG00000109270,7,0,0,Not significant
ENSMUSG00000109274,5,0,2,Not significant
ENSMUSG00000109277,7,0,0,Not significant
ENSMUSG00000109279,7,0,0,Not significant
ENSMUSG00000109281,2,0,0,Not significant
ENSMUSG00000109282,3,0,0,Not significant
ENSMUSG00000109284,7,0,0,Not significant
ENSMUSG00000109286,7,0,0,Not significant
ENSMUSG00000109290,3,0,0,Not significant
ENSMUSG00000109291,3,0,0,Not significant
ENSMUSG00000109293,7,0,0,Not significant
ENSMUSG00000109294,2,0,0,Not significant
ENSMUSG00000109297,2,0,0,Not significant
ENSMUSG00000109302,7,0,0,Not significant
ENSMUSG00000109303,5,0,0,Not significant
ENSMUSG00000109304,5,0,0,Not significant
ENSMUSG00000109305,5,0,0,Not significant
ENSMUSG00000109307,5,0,0,Not significant
ENSMUSG00000109313,2,0,0,Not significant
ENSMUSG00000109314,7,0,0,Not significant
ENSMUSG00000109317,7,0,0,Not significant
ENSMUSG00000109320,3,0,0,Not significant
ENSMUSG00000109321,7,0,0,Not significant
ENSMUSG00000109324,2,5,0,m6A depleted
ENSMUSG00000109325,4,0,0,Not significant
ENSMUSG00000109326,5,0,0,Not significant
ENSMUSG00000109327,2,0,0,Not significant
ENSMUSG00000109328,2,0,0,Not significant
ENSMUSG00000109332,3,0,0,Not significant
ENSMUSG00000109336,5,2,0,Not significant
ENSMUSG00000109337,1,0,0,Not significant
ENSMUSG00000109341,3,2,0,Not significant
ENSMUSG00000109351,4,0,0,Not significant
ENSMUSG00000109353,3,0,0,Not significant
ENSMUSG00000109355,2,0,0,Not significant
ENSMUSG00000109357,2,0,0,Not significant
ENSMUSG00000109358,5,0,0,Not significant
ENSMUSG00000109359,7,0,0,Not significant
ENSMUSG00000109361,4,0,0,Not significant
ENSMUSG00000109362,5,0,0,Not significant
ENSMUSG00000109363,7,0,0,Not significant
ENSMUSG00000109364,4,0,0,Not significant
ENSMUSG00000109366,7,0,0,Not significant
ENSMUSG00000109367,2,0,0,Not significant
ENSMUSG00000109370,3,0,0,Not significant
ENSMUSG00000109371,3,0,0,Not significant
ENSMUSG00000109372,7,0,0,Not significant
ENSMUSG00000109374,1,0,0,Not significant
ENSMUSG00000109378,7,0,0,Not significant
ENSMUSG00000109379,7,0,0,Not significant
ENSMUSG00000109382,2,0,0,Not significant
ENSMUSG00000109383,7,0,0,Not significant
ENSMUSG00000109384,3,0,0,Not significant
ENSMUSG00000109385,5,0,0,Not significant
ENSMUSG00000109387,3,0,0,Not significant
ENSMUSG00000109390,7,0,0,Not significant
ENSMUSG00000109392,3,0,0,Not significant
ENSMUSG00000109393,1,0,0,Not significant
ENSMUSG00000109394,5,0,2,Not significant
ENSMUSG00000109395,3,0,0,Not significant
ENSMUSG00000109398,1,0,6,m6A enriched
ENSMUSG00000109399,7,0,0,Not significant
ENSMUSG00000109401,5,0,0,Not significant
ENSMUSG00000109402,2,0,0,Not significant
ENSMUSG00000109404,2,0,0,Not significant
ENSMUSG00000109408,6,0,1,Not significant
ENSMUSG00000109413,5,0,0,Not significant
ENSMUSG00000109416,7,0,0,Not significant
ENSMUSG00000109418,7,0,0,Not significant
ENSMUSG00000109419,3,0,0,Not significant
ENSMUSG00000109420,7,0,0,Not significant
ENSMUSG00000109422,3,0,0,Not significant
ENSMUSG00000109427,7,0,0,Not significant
ENSMUSG00000109428,5,0,0,Not significant
ENSMUSG00000109429,5,2,0,Not significant
ENSMUSG00000109430,3,0,0,Not significant
ENSMUSG00000109431,3,0,0,Not significant
ENSMUSG00000109432,4,0,0,Not significant
ENSMUSG00000109434,1,0,0,Not significant
ENSMUSG00000109435,3,0,0,Not significant
ENSMUSG00000109437,4,0,0,Not significant
ENSMUSG00000109438,4,3,0,m6A depleted
ENSMUSG00000109441,7,0,0,Not significant
ENSMUSG00000109445,2,0,0,Not significant
ENSMUSG00000109446,2,0,0,Not significant
ENSMUSG00000109448,5,0,0,Not significant
ENSMUSG00000109450,3,0,0,Not significant
ENSMUSG00000109455,7,0,0,Not significant
ENSMUSG00000109456,7,0,0,Not significant
ENSMUSG00000109459,7,0,0,Not significant
ENSMUSG00000109460,6,1,0,Not significant
ENSMUSG00000109461,1,0,0,Not significant
ENSMUSG00000109462,4,0,0,Not significant
ENSMUSG00000109468,5,0,0,Not significant
ENSMUSG00000109472,5,0,0,Not significant
ENSMUSG00000109473,3,0,0,Not significant
ENSMUSG00000109481,3,0,0,Not significant
ENSMUSG00000109482,1,0,0,Not significant
ENSMUSG00000109485,3,0,0,Not significant
ENSMUSG00000109488,4,0,0,Not significant
ENSMUSG00000109489,7,0,0,Not significant
ENSMUSG00000109491,5,0,0,Not significant
ENSMUSG00000109495,3,0,0,Not significant
ENSMUSG00000109498,7,0,0,Not significant
ENSMUSG00000109499,2,0,0,Not significant
ENSMUSG00000109501,2,0,0,Not significant
ENSMUSG00000109503,2,0,0,Not significant
ENSMUSG00000109505,3,0,0,Not significant
ENSMUSG00000109506,3,0,0,Not significant
ENSMUSG00000109507,2,0,0,Not significant
ENSMUSG00000109508,1,0,0,Not significant
ENSMUSG00000109509,4,0,0,Not significant
ENSMUSG00000109511,0,0,7,m6A enriched
ENSMUSG00000109513,3,0,0,Not significant
ENSMUSG00000109517,7,0,0,Not significant
ENSMUSG00000109529,7,0,0,Not significant
ENSMUSG00000109536,7,0,0,Not significant
ENSMUSG00000109539,7,0,0,Not significant
ENSMUSG00000109541,2,0,0,Not significant
ENSMUSG00000109548,4,0,0,Not significant
ENSMUSG00000109549,3,0,0,Not significant
ENSMUSG00000109551,2,0,0,Not significant
ENSMUSG00000109555,7,0,0,Not significant
ENSMUSG00000109556,3,0,0,Not significant
ENSMUSG00000109559,3,0,0,Not significant
ENSMUSG00000109561,7,0,0,Not significant
ENSMUSG00000109562,3,0,0,Not significant
ENSMUSG00000109564,2,0,0,Not significant
ENSMUSG00000109565,3,0,0,Not significant
ENSMUSG00000109568,7,0,0,Not significant
ENSMUSG00000109570,3,0,0,Not significant
ENSMUSG00000109572,5,0,0,Not significant
ENSMUSG00000109574,5,0,0,Not significant
ENSMUSG00000109575,7,0,0,Not significant
ENSMUSG00000109576,7,0,0,Not significant
ENSMUSG00000109582,3,0,0,Not significant
ENSMUSG00000109584,2,0,0,Not significant
ENSMUSG00000109585,7,0,0,Not significant
ENSMUSG00000109587,7,0,0,Not significant
ENSMUSG00000109588,3,0,0,Not significant
ENSMUSG00000109590,7,0,0,Not significant
ENSMUSG00000109598,7,0,0,Not significant
ENSMUSG00000109599,7,0,0,Not significant
ENSMUSG00000109600,5,0,0,Not significant
ENSMUSG00000109602,3,0,0,Not significant
ENSMUSG00000109603,1,0,0,Not significant
ENSMUSG00000109604,5,0,0,Not significant
ENSMUSG00000109606,7,0,0,Not significant
ENSMUSG00000109608,7,0,0,Not significant
ENSMUSG00000109609,3,0,0,Not significant
ENSMUSG00000109610,4,0,0,Not significant
ENSMUSG00000109613,2,0,0,Not significant
ENSMUSG00000109616,2,0,0,Not significant
ENSMUSG00000109617,1,0,0,Not significant
ENSMUSG00000109618,5,0,0,Not significant
ENSMUSG00000109622,1,0,0,Not significant
ENSMUSG00000109623,2,0,0,Not significant
ENSMUSG00000109625,3,0,0,Not significant
ENSMUSG00000109628,2,0,0,Not significant
ENSMUSG00000109632,5,0,0,Not significant
ENSMUSG00000109634,3,0,0,Not significant
ENSMUSG00000109635,2,0,0,Not significant
ENSMUSG00000109636,1,0,0,Not significant
ENSMUSG00000109637,1,0,0,Not significant
ENSMUSG00000109638,7,0,0,Not significant
ENSMUSG00000109640,7,0,0,Not significant
ENSMUSG00000109642,7,0,0,Not significant
ENSMUSG00000109644,5,0,0,Not significant
ENSMUSG00000109645,5,0,0,Not significant
ENSMUSG00000109648,5,0,0,Not significant
ENSMUSG00000109649,4,0,0,Not significant
ENSMUSG00000109651,2,0,0,Not significant
ENSMUSG00000109652,7,0,0,Not significant
ENSMUSG00000109654,6,0,0,Not significant
ENSMUSG00000109656,2,0,0,Not significant
ENSMUSG00000109669,5,0,0,Not significant
ENSMUSG00000109673,1,0,0,Not significant
ENSMUSG00000109674,7,0,0,Not significant
ENSMUSG00000109675,3,0,0,Not significant
ENSMUSG00000109679,7,0,0,Not significant
ENSMUSG00000109693,7,0,0,Not significant
ENSMUSG00000109695,4,0,3,m6A enriched
ENSMUSG00000109698,2,0,0,Not significant
ENSMUSG00000109703,4,0,0,Not significant
ENSMUSG00000109704,5,0,0,Not significant
ENSMUSG00000109708,7,0,0,Not significant
ENSMUSG00000109709,2,0,0,Not significant
ENSMUSG00000109710,1,0,0,Not significant
ENSMUSG00000109713,3,0,0,Not significant
ENSMUSG00000109714,7,0,0,Not significant
ENSMUSG00000109715,6,0,1,Not significant
ENSMUSG00000109716,2,0,0,Not significant
ENSMUSG00000109717,5,0,0,Not significant
ENSMUSG00000109718,2,0,0,Not significant
ENSMUSG00000109719,5,0,0,Not significant
ENSMUSG00000109722,2,0,0,Not significant
ENSMUSG00000109724,7,0,0,Not significant
